[ 13.701] step moves=0 diag=0 level=false shimmer=false released=0 sec=29 toast=false -> repaint=false
[ 13.801] step moves=0 diag=0 level=false shimmer=false released=0 sec=29 toast=false -> repaint=false
[ 13.901] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=true
[ 13.902] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 14.001] step moves=0 diag=0 level=false shimmer=true released=0 sec=28 toast=false -> repaint=true
[ 14.002] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 14.100] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.201] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.300] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.400] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.500] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.600] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.701] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.801] step moves=0 diag=0 level=false shimmer=false released=0 sec=28 toast=false -> repaint=false
[ 14.901] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=true
[ 14.902] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 15.001] step moves=0 diag=0 level=false shimmer=true released=0 sec=27 toast=false -> repaint=true
[ 15.002] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
